src,ref,hyp
旅館嘅住客大多數喺阿聯酋公民。,The hostel's guests were mostly citizens of the United Arab Emirates.,Most of the hotel's guests are UAE citizens.
死亡人數至少有 15 人，預計數字會持續上升。,"The death toll is at least 15, a figure which is expected to rise.","At least 15 people have died, and the number is expected to continue rising."
列昂諾夫，又叫做「11 號太空人」，係蘇聯最早期太空人團隊嘅一份子。,"Leonov, also known as ""cosmonaut No. 11"", was part of the Soviet Union's original team of cosmonauts.","Leonov, also known as ""Astronaut Number 11,"" was a member of the Soviet Union's earliest team of space travelers."
1965 年 3 月 18 日，佢進行咗第一次載人出艙活動 (EVA)，或者「太空漫步」，單獨喺飛船外面逗留咗 12 分鍾多啲。,"On March 18, 1965, he performed the first manned extravehicular activity (EVA), or ""spacewalk"", remaining alone outside the spacecraft for just over twelve minutes.","On March 18, 1965, he conducted his first spacewalk (EVA), or ""space walk,"" staying outside the spacecraft for over 12 minutes."
因為佢嘅工作，佢獲得蘇聯最高殊榮「蘇聯英雄」嘅稱號。,"He received the ""Hero of the Soviet Union"", the Soviet Union's highest honor, for his work.","Because of his work, he was awarded the highest honor of the Soviet Union, the title of ""Soviet Hero."""
十年後，佢領導阿波羅-聯盟號任務嘅蘇聯部分，象徵住太空競賽嘅結束。,"Ten years later, he led the Soviet part of the Apollo–Soyuz mission symbolizing that the Space Race was over.","Ten years later, he led the Soviet portion of the Apollo-Alliance mission, symbolizing the end of the space race."
佢話：「冇情報表明襲擊會即將發生。,"She said, ""There is no intelligence to suggest that an attack is expected imminently.","He said, ""There is no information indicating that the attack will happen soon."""
不過，威脅級別降低到嚴重，並唔代表整體威脅已經消失。」,"However, the reduction of the threat level to severe does not mean the overall threat has gone away.""","However, the threat level being downgraded to serious does not mean the overall threat has completely disappeared."
雖然當局唔確定呢一個威脅可唔可信，但係馬里蘭州交通管理局喺聯邦調查局嘅敦促之下實施封鎖。,"While authorities are unsure of the credibility of the threat, the Maryland Transportaion Authority made the closure with the urging of the FBI.","Although authorities are unsure whether this threat is credible, the马里兰州交通管理局 implemented a lockdown under the urging of the Federal Bureau of Investigation."
自從卸貨車俾人用嚟封鎖地鐵入口之後，現場有 80 個警察指揮司機兜路行。,Dump trucks were used to block tube entrances and assistance of 80 police were on hand to direct motorists to detours.,"Since the freight truck was used to block the subway entrance, 80 police officers are now directing drivers to take a detour."
據報導，呢個城市嘅備用路線，即係環城公路上面冇出現嚴重嘅交通擠塞情況。,"There were no heavy traffic delays reported on the beltway, the city's alternate route.","According to reports, the backup route for this city, which is the ring road, has not experienced severe traffic congestion."
尼日利亞日前宣佈，計劃喺峰會之前一個禮拜加入 AfCFTA。,Nigeria previously announced it planned to join the AfCFTA in the week leading up to the summit.,Nigeria recently announced plans to join the AfCFTA a week before the summit.
非盟貿易及工業專員 Albert Muchanga 宣布貝寧即將加入。,AU trade and industry commissioner Albert Muchanga announced Benin was to join.,"Albert Muchanga, the African Union Trade and Industry Commissioner, announced Benin's upcoming membership."
呢位專員表示：「我哋仲未就原產地規則同關稅談判達成共識，不過我哋而家嘅框架足以喺 2020 年 7 月 1 日開始交易」。,"The commissioner said, ""We haven't yet agreed on rules of origin and tariff con[c]essions, but the framework we have is enough to start trading on July 1, 2020"".","The officer stated, ""We have not yet reached a consensus on the origin rule and tariffs, but our current framework is sufficient to begin trading on July 1, 2020."""
雖然陀螺儀早就喺執行太空站任務嗰陣就唔見咗，但係太空站一直保持姿態，直至太空漫步結束。,"The station maintained its attitude, despite the loss of a gyroscope earlier in the space station mission, until the end of the spacewalk.","Although the gyroscope disappeared long ago while executing the space station mission, the station has maintained its orientation until the spacewalk concluded."
Chiao 和 Sharipov 表示，佢哋同姿態調整推進器保持安全距離。,Chiao and Sharipov reported being a safe distance from the attitude adjustment thrusters.,Chiao and Sharipov stated that they maintained a safe distance from the attitude adjustment thrusters.
俄羅斯地面控制啟動噴射機，空間站已經恢復正常姿態。,Russian ground control activated the jets and normal attitude of the station was regained.,"The Russian ground control has activated the spacecraft, and the space station has returned to normal orientation."
呢單案喺維珍尼亞州提堂，皆因呢個州係主要互聯網服務供應商 AOL 嘅所在地，所以呢間公司發出指控。,"The case was prosecuted in Virginia because it is the home to the leading internet service provider AOL, the company who instigated the charges.","The case was filed in Virginia because that state is the location of the major internet service provider AOL, so the company filed the charges."
呢次係首次以 2003 年頒佈嘅法律嚟定罪；呢項法律嘅目的，係想要遏止未經批准而向用戶郵箱發送大量電郵 (又稱垃圾郵件) 嘅行為。,"This is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk e-mail, aka spam, from unsolicited distribution into users mailboxes.","This is the first conviction under the law issued in 2003, which aims to curb the practice of sending large volumes of unsolicited emails (also known as spam) to user mailboxes without authorization."
21 歲嘅熱蘇斯喺 2017 年 1月，由巴西俱樂部帕爾梅拉斯轉投到曼城，據報導轉會費有 2700 萬英鎊。,21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.,"The 21-year-old Jesus signed for Manchester City from Brazilian club Palmeiras in January 2017, with the transfer fee reported to be 27 million pounds."
自此之後，呢位巴西球員已經代表球會出戰咗 53 場賽事，同時攻入 24 個入球。,"Since then, the Brazilian has featured in 53 matches for the club in all competitions and has scored 24 goals.","Since then, these Brazilian players have represented the club in 53 matches and scored 24 goals."
李醫生亦對土耳其兒童感染甲型 H5N1 禽流感病毒而未有患病嘅報導表示關注。,Dr. Lee also expressed his concern about reports that children in Turkey have now become infected with the A(H5N1) avian influenza virus without becoming ill.,Dr. Lee is also concerned about the report of Turkish children infected with the H5N1 avian influenza virus but not becoming ill.
佢指出，一啲研究顯示，喺呢種病引發全球流行病之前一定要先降低佢嘅致命性。,"Some studies suggest that the disease must become less lethal before it can cause a global epidemic, he noted.",He pointed out that some research shows that the fatality of this disease must be reduced before it can cause a global pandemic.
有人擔心，如果流感症狀輕微，病人可能會透過日常生活繼續感染更加多嘅人。,There is concern that patients may continue to infect more people by going through their daily routines if the flu symptoms remain mild.,"Some people worry that if flu symptoms are mild, patients may continue to infect more people through daily life."
科曼基金會發言人萊斯利·阿恩表示，呢個組織通過咗一項新規定，唔準向接受緊法律調查嘅組織提供撥款或者資金。,"Leslie Aun, a spokesperson for the Komen Foundation, said the organization adopted a new rule that does not allow grants or funding to be awarded to organizations that are under legal investigation.","Lesley Aron, spokesperson for the Komman Foundation, stated that the organization has passed a new regulation prohibiting the provision of funding or grants to organizations under legal investigation."
科曼嘅政策取消咗計劃生育組織嘅資格，皆因眾議員克利夫·斯特恩斯正喺度對計劃生育組織嘅支出情況同報告資金展開調查。,Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns.,The policy of Komon has revoked the eligibility of the Planned Parenthood organization because Representative Cliff Sterns is currently investigating the spending situation and reporting of funds for Planned Parenthood.
斯特恩斯身為眾議院能源及商業委員會下屬嘅監督及調查小組委員會主席，正喺度調查緊稅收係咪用嚟透過計劃生育組織資助墮胎行為。,"Stearns is investigating whether taxes are used to fund abortions through Planned Parenthood in his role as chairman of the Oversight and Investigations Subcommittee, which is under the umbrella of the House Energy and Commerce Committee.","As the chairman of the Oversight and Investigations subcommittee under the House Energy and Commerce Committee, Sterns is investigating whether taxes are being used to fund abortions through planned parenthood organizations."
禮拜二，前馬薩諸塞州州長米特·羅姆尼喺佛羅里達州共和黨總統初選當中，以超過 4 成 6 嘅票數勝出。,Former Massachusetts governor Mitt Romney won the Florida Republican Party presidential primary election on Tuesday with over 46 percent of the vote.,"On Tuesday, former Massachusetts governor Mitt Romney won the Florida Republican presidential primary with over 46% of the vote."
美國前眾議院議長紐特·金里奇以 3 成 2 嘅得票率位居第二。,Former U.S. Speaker of the House Newt Gingrich came in second with 32 percent.,Former US House Speaker Newt Gingrich came in second with a 32% vote share.
喺勝者囊括嘅制度底下，佛羅里達州將 50 名代表票都投俾羅姆尼，推舉佢成為共和黨提名候選人。,"As a winner-takes-all state, Florida awarded all fifty of its delegates to Romney, pushing him ahead as the front-runner for the Republican Party nomination.","Under the winner-take-all system, Florida cast all 50 of its electoral votes for Romney, nominating him as the Republican candidate."
抗議活動組織者表示，大約有10萬人喺柏林、科隆、漢堡同漢諾威等德國城市參加。,"Organisers of the protest said about 100,000 people turned up in German cities such as Berlin, Cologne, Hamburg, and Hanover.","Protest organizers stated that approximately 100,000 people participated in cities such as Berlin, Cologne, Hamburg, and Lower Saxony in Germany."
警方估計柏林有6500名示威者。,"In Berlin, police estimated 6,500 protestors.","The police estimate there are 6,500 protesters in Berlin."
巴黎、保加利亞嘅索菲亞、立陶宛嘅維爾紐斯、馬耳他嘅瓦萊塔、愛沙尼亞嘅塔林、蘇格蘭愛丁堡同格拉斯哥，亦都有抗議活動舉行。,"Protests also took place in Paris, Sofia in Bulgaria, Vilnius in Lithuania, Valetta in Malta, Tallinn in Estonia, and Edinburgh and Glasgow in Scotland.","Protests were also held in Paris, Sofia in Bulgaria, Vilnius in Lithuania, Valletta in Malta, Tallinn in Estonia, and Edinburgh and Glasgow in Scotland."
喺倫敦，大約有200人喺一啲主要版權持有人辦公室外面抗議。,"In London, about 200 people protested outside some major copyright holders' offices.",About 200 people are protesting outside the offices of some major copyright holders in London.
上個月，波蘭簽署咗 ACTA，引發咗大規模抗議，令到波蘭政府決定暫時唔批准呢項協議。,"Last month, there were major protests in Poland when that country signed ACTA, which has led to the Polish government deciding not to ratify the agreement, for now.","Last month, Poland signed the ACTA, which triggered large-scale protests and led the Polish government to temporarily decide not to approve the agreement."
拉脫維亞同斯洛伐克都延遲加入 ACTA 嘅進程。,Latvia and Slovakia have both delayed the process of joining ACTA.,Latvia and Slovakia both delayed joining the ACTA process.
動物解放組織同皇家防止虐待動物協會（RSPCA）再次呼籲澳洲所有屠宰場強制安裝CCTV。,Animal Liberation and the Royal Society for the Prevention of Cruelty to Animals (RSPCA) are again calling for the mandatory installation of CCTV cameras in all Australian abattoirs.,The Animal Liberation Organization and the Royal Society for the Prevention of Cruelty to Animals (RSPCA) have again called on all slaughterhouses in Australia to install CCTV cameras.
新南威爾士州 RSPCA 首席督察大衛·奧沙納西向美國廣播公司表示，監督同檢查屠宰場喺澳洲應該要普及。,RSPCA New South Wales chief inspector David O'Shannessy told the ABC that surveillance and inspections of abattoirs should be commonplace in Australia.,"David Oshinsky, the Chief Inspector of the RSPCA in New South Wales, told ABC News that inspections of slaughterhouses in Australia should be mandatory."
「CCTV肯定會向嗰啲從事動物工作嘅人士發出強烈嘅信號，即係動物嘅福利係至高無上嘅。」,"""The CCTV would certainly send a strong signal to those people working with animals that their welfare is of the highest priority.""","CCTV will definitely send a strong message to those working with animals, that animal welfare is paramount."
美國地質調查局嘅國際地震地圖顯示，冰島前一個禮拜冇發生地震。,The United States Geological Survey international earthquake map showed no earthquakes in Iceland in the week prior.,The U.S. Geological Survey's International Earthquake Map shows that Iceland did not have any earthquakes last week.
冰島氣象局仲喺報告度講，過去 48 個鐘頭內，赫克拉地區冇地震活動。,The Icelandic Meteorological Office also reported no earthquake activity in the Hekla area in the past 48 hours.,The Icelandic Meteorological Office has also reported that there has been no seismic activity in the Hekla region in the past 48 hours.
3 月 10 日，導致階段變化嘅重大地震活動喺火山頂部塌陷火山口嘅東北邊發生。,The significant earthquake activity resulting in the phase change had took place on March 10 on the northeast side of the volcano's summit caldera.,A major earthquake activity causing a phase change occurred on March 10 in the northeast of the volcanic caldera collapse at the summit of the volcano.
據報導，山腳出現咗同所有火山活動都無關嘅烏雲。,Dark clouds unrelated to any volcanic activity were reported at the base of the mountain.,"According to reports, dark clouds have appeared at the foot of the mountain that are unrelated to all volcanic activity."
呢啲雲層可能會令人對係咪真係會發生火山爆發，產生疑惑。,The clouds presented the potential for confusion as to whether an actual eruption had taken place.,These clouds might make people wonder if a volcanic eruption is really going to happen.
「魯諾」號發生故障嗰陣，船上有120至160立方米嘅燃料，強風巨浪將佢推入防波堤。,The Luno had 120–160 cubic metres of fuel aboard when it broke down and high winds and waves pushed it into the breakwater.,"The ""Reno""号 was experiencing a malfunction when it had 120 to 160 cubic meters of fuel on board, and strong winds and giant waves pushed it into the breakwater."
直升機救出咗 12 個船員，唯一嘅傷勢係鼻哥骨折。,Helicopters rescued the twelve crewmembers and the only injury was a broken nose.,"The helicopter rescued 12 crew members, with the only injury being Brother Nose's broken arm."
呢艘 100 米長嘅船隻當時正喺度航行，運載平時負責嘅化肥貨櫃。其實，官員最初有擔心呢艘船嘅貨物可能會溢出。,The 100-metre ship was en route to pick up its usual fertiliser cargo and initially officials feared the vessel could spill a load.,"That 100-meter-long vessel was then sailing, carrying the usual chemical fertilizer containers, and in fact, officials had initially worried that the cargo on this ship might spill."
呢份建議修正案已經喺2011年經由參眾兩院通過。,The proposed amendment already passed both houses in 2011.,This recommendation amendment was passed by both houses in 2011.
有關條文喺立法會期稍作修改，其中第二句句子先被眾議院刪除，並喺星期一以類似嘅表述方式獲參議院通過。,A change was made this legislative session when the second sentence was deleted first by the House of Representatives and then was passed in a similar form by the Senate Monday.,"The relevant clause was slightly modified during the Legislative Council session, with the second sentence being deleted by the House of Representatives and subsequently passed by the Senate on Monday with a similar phrasing."
第二句句子被刪除嘅原因，係建議禁止同性民事結合，好可能會為未來嘅民事結合打開大門。,"The failure of the second sentence, which proposes to ban same-sex civil unions, could possibly open the door for civil unions in the future.","The reason the second sentence was removed is that it recommends banning same-sex civil unions, which would likely open the door for future civil unions."
依照程序，HJR-3 會喺 2015 年或 2016 年由下屆民選立法機構進行審查，以便繼續處理。,"Following the process, HJR-3 will be reviewed again by the next elected legislature in either 2015 or 2016 to remain in process.","According to procedure, HJR-3 will be reviewed by the next elected legislative body in 2015 or 2016 to continue processing."
除咗導演工作以外，禾迪亞嘅成就仲包括 1973 年嘅絕食，目的係抗議佢認為係政治審查嘅制度。,Vautier's achievements outside of directing include a hunger strike in 1973 against what he viewed as political censorship.,"Besides his directorial work, Ho Diya's achievements also include the 1973 hunger strike, which was aimed at protesting the system he believed to be political censorship."
法國嘅法律有所改變。佢嘅行動可以追溯去第二次世界大戰期間，15 歲嘅佢，加入咗法國抵抗軍。,French law was changed. His activism went back to age 15 when he joined the French Resistance during World War II.,"The laws in France have changed; his actions can be traced back to World War II, when he joined the French Resistance at the age of 15."
佢喺1998年嘅一本書入面記錄咗自己嘅事跡。,He documented himself in a 1998 book.,He recorded his own life story in a book from 1998.
上世紀60年代，佢返到啱啱獨立嘅阿爾及利亞教授電影執導。,In the 1960s he headed back to newly-independent Algeria to teach film directing.,"In the 1960s, he returned to newly independent Algeria to teach film directing."
奧運會兩金得主、日本柔道選手齋藤仁離世，享年54歲。,"Japanese judoka Hitoshi Saito, winner of two Olympic gold medals, has died at the age of 54.",The two-time Olympic gold medalist Japanese judoka Ren Saito has passed away at the age of 54.
公佈嘅死因係肝內膽管癌。,The cause of death was announced as intrahepatic bile duct cancer.,The announced cause of death is intrahepatic bile duct cancer.
佢禮拜二喺大阪過身。,He died in Osaka on Tuesday.,He passed away on Tuesday in Osaka.
齊藤除咗係前奧運同埋世界冠軍之外，喺去世嗰陣，亦係全日本柔道聯合會訓練委員會主席。,"As well as a former Olympic and World champion, Saito was the All Japan Judo Federation training committee chairman at the time of his death.","At the time of his death, Takahashi was not only a former Olympic and world champion but also the chairman of the Japan Judo Federation's training committee."
為咗慶祝舊年舉行婚禮嘅一對新人結婚一周年，至少有100人參加派對。,"At least 100 people had attended the party, in order to celebrate the first anniversary of a couple whose wedding was held last year.",At least 100 people attended the party to celebrate the first anniversary of a newlywed couple who got married to mark the occasion of the old year.
官方表示，正式嘅周年紀念活動已定喺稍後時間舉行。,"A formal anniversary event was scheduled for a later date, officials said.",The official announcement states that the formal anniversary event will be held at a later time.
呢對夫婦一年前喺德州結婚，亦有去水牛城同親朋好友慶祝。,The couple had married in Texas one year ago and came to Buffalo to celebrate with friends and relatives.,They got married in Dallas a year ago and also went to Buffalo to celebrate with family and friends.
年屆 30 歲嘅丈夫喺水牛城出世，係槍擊案入面嘅四名遇難者之一，而佢太太並無受傷。,"The 30-year-old husband, who was born in Buffalo, was one of the four killed in the shooting, but his wife was not hurt.","The 30-year-old husband, born in Buffalo, was one of the four victims in the shooting incident, while his wife was unharmed."
卡諾係一位出名，但有爭議嘅英文老師，曾喺 Modern Education 同 King's Glory 任教，佢聲稱喺職業生涯巔峰時期有 9000 個學生。,"Karno is a well-known but controversial English tutor who taught under Modern Education and King's Glory who claimed to have 9,000 students at the peak of his career.","Carano is a famous but controversial English teacher who has taught at Modern Education and King's Glory, claiming to have had 9,000 students at the peak of her career."
喺佢嘅筆記入面，佢用咗一啲家長認為好粗魯嘅字眼，據說，佢喺課堂期間講咗粗口。,"In his notes he used words which some parents considered coarse, and he reportedly used profanity in class.","In his notes, he used some words that parents considered very rude, and it was said that he cursed during class."
Modern Education 指控佢未經授權，就喺巴士刊登大型廣告，仲謊稱自己係首席英文導師。,Modern Education accused him of printing large advertisements on buses without authorisation and lying by saying that he was the chief English tutor.,Modern Education is accusing him of unauthorizedly posting large advertisements on buses while falsely claiming to be the chief English instructor.
佢之前亦被指控侵犯版權，但冇遭到起訴。,"He has also been accused previously of copyright infringement, but was not charged.",He was previously accused of copyright infringement but was not prosecuted.
一個舊生話：「喺課堂用俚語，用筆記教拍拖技巧，就好似同學生做朋友咁。」,"A former student said that he 'used slang in class, taught dating skills in notes, and was just like the students' friend.'","An old student once said: ""Using slang in class and teaching dating tips with notebooks is like students making friends."""
喺過去 30 年，就算官方上依然係共產主義國家，但係中國已經發展出市場經濟。,"During the last three decades, despite officially remaining a communist state, China has developed a market economy.","Over the past 30 years, even though China remains officially a communist country, it has developed a market economy."
第一次經濟改革，係喺鄧小平嘅領導底下進行。,The first economic reforms were made under the leadership of Deng Xiaoping.,The first economic reform was carried out under the leadership of Deng Xiaoping.
由嗰陣時起，中國嘅經濟規模增長咗九十倍。,"Since then, China's economic size has grown by 90 times.","Since that time, China's economic scale has grown ninetyfold."
舊年，中國出口嘅汽車首次超過德國，而且超過美國成為汽車行業嘅最大市場。,"For the first time, last year China exported more cars than Germany and surpassed the United States as the biggest market for this industry.","Last year, China's car exports first surpassed Germany and became the largest market in the automotive industry."
中國嘅GDP或者會喺20年內超越美國。,China's GDP could be larger than the United States within two decades.,China's GDP may surpass that of the United States within 20 years.
熱帶風暴丹妮爾喺大西洋東部形成，係2010年大西洋颶風季第四個被命名嘅風暴。,"Tropical Storm Danielle, fourth named storm of the 2010 Atlantic hurricane season, has formed in the eastern Atlantic Ocean.","Tropical Storm Daniel formed in the eastern Atlantic, making it the fourth named storm of the 2010 Atlantic hurricane season."
呢場風暴距離佛羅里達州邁阿密大約3000英哩，最大持續風速達到時速40英哩（64公里）。,"The storm, located approximately 3,000 miles from Miami, Florida, has maximum sustained winds of 40 mph (64 kph).","The storm is approximately 3,000 miles away from Florida Miami, with the maximum sustained wind speed reaching 40 mph (64 km/h)."
美國國家颶風中心嘅科學家預測，丹妮爾即將喺禮拜三增強至颶風級別。,Scientists at the National Hurricane Center predict that Danielle will strengthen to a hurricane by Wednesday.,The scientists at the United States National Hurricane Center predict that Daniel will strengthen to hurricane status on Wednesday.
由於風暴距離登陸仲有一段時間，現時仲難以評估會對美國或加勒比海地區嘅潛在影響。,"As the storm is far from landfall, it remains difficult to assess potential impact to the United States or Caribbean.","Due to the storm still being some distance from landfall, its potential impact on the United States or the Caribbean region is still difficult to assess at this time."
博貝克喺克羅地亞首都薩格勒布出世，佢喺貝爾格萊德游擊隊效力嗰陣，開始聲名大噪。,"Born in the Croatian capital, Zagreb, Bobek gained fame while playing for Partizan Belgrade.","Bobek was born in the Croatian capital of Zagreb, and he started gaining fame while playing for the Belgrade游击队."
佢喺 1945 年加入，一直效力到 1958 年。,He joined them in 1945 and stayed until 1958.,He joined in 1945 and served until 1958.
期間，佢出場468次，攻入403球。,"During his time with the team, he scored 403 goals in 468 appearances.","During his career, he played in 468 matches and scored 403 goals."
冇人比博貝克為球會出場同入球嘅次數多。,No one else has ever made more appearances or scored more goals for the club than Bobek.,No one has played for and scored more times for the club than Bob Beck.
1995 年，佢獲選為游擊隊史上最佳球員。,In 1995 he was voted the best player in Partizan's history.,"In 1995, he was elected as the best player in the history of the guerrilla team."
慶祝活動係由舉世聞名嘅太陽馬戲團嘅特別表演拉開序幕。,The celebrations started with a special show by the world-renowned group Cirque du Soleil.,The celebration was kicked off with a special performance by the world-famous Sunbeam Circus.
緊隨其後有伊斯坦堡國家交響樂團、土耳其禁衛軍樂隊，以及歌手Fatih Erkoç 同埋 MüslüM Gürses。,"It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses.","Following them were the Istanbul National Symphony Orchestra, the Turkish Imperial Guard Band, and singers Fatih Erkoç and MüslüM Gürses."
然之後係 Whirling Dervishes 登上舞台。,Then Whirling Dervishes took to the stage.,Then the Whirling Dervishes came onto the stage.
土耳其天后Sezen Aksu同意大利男高音Alessandro Safina、希臘歌手Haris Alexiou同台表演。,Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou.,Turkish pop star Sezen Aksu will perform alongside Italian tenor Alessandro Safina and Greek singer Haris Alexiou.
最後，土耳其舞蹈團 Fire of Anatolia 表演咗「特洛伊」作結。,"To finish, Turkish dance group Fire of Anatolia performed the show ""Troy"".","Finally, the Turkish dance troupe Fire of Anatolia concluded with the performance of ""Troy."""
十三歲嘅電單車手彼得·倫茨喺印第安納波利斯賽車場撞車身亡。,"Peter Lenz, a 13-year-old motorcycle racer, has died after being involved in a crash at the Indianapolis Motor Speedway.",The 13-year-old motorcycle rider Peter Lentz died in a crash at the Indianapolis Motor Speedway.
喺熱身圈嗰陣，倫茨喺電單車跌咗落嚟，跟住俾另一名車手沙維爾·扎亞特撞低。,"While on his warm-up lap, Lenz fell off his bike, and was then struck by fellow racer Xavier Zayat.","During warm-up, Rents fell off his motorcycle and was then hit by another rider, Xavier Zayat."
現場醫護人員即刻幫佢治療，將佢送到當地一間醫院，其後不治。,He was immediately attended to by the on-track medical staff and transported to a local hospital where he later died.,"The on-site medical staff immediately treated him and sent him to a local hospital, but he later died."
扎亞特喺意外入面冇受傷。,Zayat was unhurt in the accident.,Zayat wasn't injured in the accident.
薩帕特羅針對全球金融情況繼續講：「金融體系係經濟嘅一部分，係至關重要嘅一部分。,"Regarding the global financial situation, Zapatero continued by saying that ""the financial system is a part of the economy, a crucial part.","Spotify continued to speak about the global financial situation, stating, ""The financial system is a part of the economy, and it is a crucial part."""
我哋面臨已經持續一年嘅金融危機，係過去兩個月以嚟亦都去到最嚴重嘅時刻，我認為金融市場而家正喺度開始復蘇。」,"We have a year-long financial crisis, which has had its most acute moment in the past two months, and I think now the financial markets are beginning to recover.""","We are facing a financial crisis that has already lasted for a year, and it has reached its most severe point in the past two months; I believe the financial market is now beginning to recover."
上個禮拜，Naked News 宣布會開設三個廣播頻道，同時會大幅增加新聞報道嘅國際語言授權。,"Last week, Naked News announced that it would dramatically increase its international language mandate to news reporting, with three new broadcasts.","Last week, Naked News announced it would launch three broadcasting channels and significantly expand international language licensing for news reporting."
呢個全球組織已經用英語同日語進行報導，而家正預備為電視、網絡同流動裝置推出西班牙語、意大利語同埋韓語節目。,"Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices.","This global organization has already been reporting in English and Japanese, and is now preparing to launch Spanish, Italian, and Korean programs for television, the internet, and mobile devices."
好彩嘅係，我咩事都冇，但我見到可怕嘅一幕，啲人想破窗逃生。,"""Luckily nothing happened to me, but I saw a macabre scene, as people tried to break windows in order to get out.","Luckily, I had nothing wrong with me, but I witnessed a terrible scene where people were trying to break the window to escape."
啲人用凳摼窗格，但窗口摼極都唔爛。,"People were hitting the panes with chairs, but the windows were unbreakable.","Some people use a stool to knock on the window frame, but even if they knock hard, it's not damaged."
生還者弗朗西塞克·科瓦爾話：「其中一塊玻璃卒之碎咗，佢哋開始由窗口蜎出去。」。,"One of the panes finally broke, and they started to get out by the window,"" said survivor Franciszek Kowal.","Survivor Franciszek Kowalski said, ""One of the glass panes suddenly shattered, and they began to escape out the window."""
恆星發出光同熱，係因為氫原子合拼（或者融合）喺一齊、形成比較重嘅元素嗰陣所產生嘅能量。,Stars give off light and heat because of the energy made when hydrogen atoms are merged (or fused) together to form heavier elements.,Stars emit light and heat because of the energy produced when hydrogen atoms fuse together to form heavier elements.
科學家現時喺度積極創造一個可以用同樣方式產生能量嘅反應堆。,Scientists are working to create a reactor that can make energy in the same way.,Scientists are currently actively creating a reactor that can generate energy in the same way.
不過，呢個問題非常棘手，我哋要好多年先可以起好有用嘅聚變反應堆。,"This, however, is a very hard problem to solve and will take many years before we see useful fusion reactors built.","However, this problem is extremely tricky, and it will take us many years to build a functional fusion reactor."
鋼針會浮喺水面，係因為有表面張力。,The steel needle floats on top of the water because of surface tension.,The needle floats on the surface because of surface tension.
表面張力之所以產生，係因為水表面嘅水分子比佢哋對上面空氣分子嘅吸引力更加大。,Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.,Surface tension occurs because water molecules on the surface are more strongly attracted to each other than to the air molecules above them.
水分子喺水面上形成一層睇唔見嘅表層，令針頭之類嘅嘢漂浮喺水面之上。,The water molecules make an invisible skin on the water’s surface that allows things like the needle to float on top of the water.,"Water molecules form an invisible layer on the water surface, allowing things like needles to float on top."
現代溜冰鞋嘅刀片有兩個冰刀，冰刀之間有一個凹坑。雙重冰刀令溜冰鞋就算喺傾斜時都可以更穩穩陣陣噉抓住冰面。,"The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice, even when tilted.",Modern ice skates have two blades with a groove between them; the dual blades allow the skates to grip the ice more stably even when tilted.
由於冰刀嘅底部微微彎曲，當冰刀向一邊或另一邊傾斜嘅時候，接觸到冰嘅邊緣亦都會變彎。,"Because the bottom of the blade is slightly curved, as the blade tilts to one side or the other, the edge which is in contact with the ice also curves.","Because the bottom of the blade is slightly curved, when the blade tilts to one side or the other, the edge contacting the ice will also bend."
咁樣就會令到溜冰者轉身。如果溜冰鞋向右傾斜，溜冰者就會向右轉彎；如果溜冰鞋向左傾斜，溜冰者就會向左轉彎。,"This causes the skater to turn. If the skates tilt to the right, the skater turns right, if the skates tilt to the left, the skater turns left.","That's how it makes the skater turn. If the skates lean to the right, the skater will turn right; if the skates lean to the left, the skater will turn left."
想恢復佢哋原本嘅能量水平，佢哋一定要擺脫由光獲得嘅額外能量。,"To return to their previous energy level, they must get rid of the extra energy they got from the light.","To restore their original energy levels, they must get rid of the extra energy obtained from light."
佢哋通過發射一種名為「光子」嘅微細光粒子嚟做到。,"They do this by emitting a tiny particle of light called a ""photon"".","They achieve this by emitting microscopic light particles called ""photons."""
科學家將呢一個過程稱之為「輻射受激發射」，因為原子受到亮光嘅刺激，引起光嘅光子發射，而光係輻射嘅一種。,"Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation.","Scientists refer to this process as ""stimulated emission of radiation"" because atoms are stimulated by light, causing the emission of photons of light, and light is a form of radiation."
下一張圖顯示原子發射光子。當然，實際上光子比圖裡面嘅光子細得多。,"The next picture shows the atoms emitting photons. Of course, in reality photons are a lot smaller than those in the picture.","The next image shows an atom emitting a photon. Of course, in reality, the photon is much smaller than the one in the image."
光子甚至比構成原子嘅物質仲要細！,Photons are even smaller than the stuff that makes up atoms!,Photons are even smaller than the substances that make up atoms!
